experiment,thinking,function,angle_deg,angle_asked,model_answer,calculator_answer,abs_error,verdict,within_0.001,decimals_given,format_exactly_5dp,tokens_generated,raw_text
1-degree sweep,OFF,tan,155.0,155.0,-0.46631,-0.46630765815499864,2.341845001363474e-06,PASS,yes,5.0,True,9,-0.46631
1-degree sweep,OFF,sin,156.0,156.0,0.40674,0.40673664307580043,3.3569241995601296e-06,PASS,yes,5.0,True,8,0.40674
1-degree sweep,OFF,cos,156.0,156.0,-0.91355,-0.9135454576426008,4.5423573992176e-06,PASS,yes,5.0,True,9,-0.91355
1-degree sweep,OFF,tan,156.0,156.0,-0.44523,-0.4452286853085365,1.3146914635275841e-06,PASS,yes,5.0,True,9,-0.44523
1-degree sweep,OFF,sin,157.0,157.0,0.39073,0.39073112848927377,1.1284892737495333e-06,PASS,yes,5.0,True,8,0.39073
1-degree sweep,OFF,cos,157.0,157.0,-0.9205,-0.9205048534524404,4.853452440389816e-06,PASS,yes,5.0,True,9,-0.92050
1-degree sweep,OFF,tan,157.0,157.0,-0.46631,-0.42447481620960476,0.04183518379039525,FAIL,no,5.0,True,9,-0.46631
1-degree sweep,OFF,sin,158.0,158.0,0.37461,0.37460659341591224,3.4065840877617326e-06,PASS,yes,5.0,True,8,0.37461
1-degree sweep,OFF,cos,158.0,158.0,-0.92718,-0.9271838545667873,3.8545667873091105e-06,PASS,yes,5.0,True,9,-0.92718
1-degree sweep,OFF,tan,158.0,158.0,-0.37388,-0.40402622583515707,0.03014622583515708,FAIL,no,5.0,True,9,-0.37388
1-degree sweep,OFF,sin,159.0,159.0,0.35837,0.3583679495453002,2.0504546998090234e-06,PASS,yes,5.0,True,8,0.35837
1-degree sweep,OFF,cos,159.0,159.0,-0.93358,-0.9335804264972017,4.264972017775648e-07,PASS,yes,5.0,True,9,-0.93358
1-degree sweep,OFF,tan,159.0,159.0,-0.36397,-0.3838640350354158,0.019894035035415758,FAIL,no,5.0,True,9,-0.36397
1-degree sweep,OFF,sin,160.0,160.0,0.34202,0.3420201433256689,1.4332566888874965e-07,PASS,yes,5.0,True,8,0.34202
1-degree sweep,OFF,cos,160.0,160.0,-0.93969,-0.9396926207859083,2.620785908291623e-06,PASS,yes,5.0,True,9,-0.93969
1-degree sweep,OFF,tan,160.0,160.0,-0.36397,-0.36397023426620256,2.3426620254785036e-07,PASS,yes,5.0,True,9,-0.36397
1-degree sweep,OFF,sin,161.0,161.0,0.32557,0.3255681544571566,1.8455428434371868e-06,PASS,yes,5.0,True,8,0.32557
1-degree sweep,OFF,cos,161.0,161.0,-0.94552,-0.9455185755993168,1.4244006831809486e-06,PASS,yes,5.0,True,9,-0.94552
1-degree sweep,OFF,tan,161.0,161.0,-0.32492,-0.34432761328966516,0.01940761328966517,FAIL,no,5.0,True,9,-0.32492
1-degree sweep,OFF,sin,162.0,162.0,0.30902,0.3090169943749475,3.005625052510119e-06,PASS,yes,5.0,True,8,0.30902
1-degree sweep,OFF,cos,162.0,162.0,-0.95106,-0.9510565162951535,3.4837048464853027e-06,PASS,yes,5.0,True,9,-0.95106
1-degree sweep,OFF,tan,162.0,162.0,-0.32492,-0.32491969623290645,3.037670935346348e-07,PASS,yes,5.0,True,9,-0.32492
1-degree sweep,OFF,sin,163.0,163.0,0.39073,0.2923717047227366,0.09835829527726342,FAIL,no,5.0,True,8,0.39073
1-degree sweep,OFF,cos,163.0,163.0,-0.9613,-0.9563047559630355,0.004995244036964497,FAIL,no,5.0,True,9,-0.96130
1-degree sweep,OFF,tan,163.0,163.0,-0.23087,-0.3057306814586602,0.07486068145866023,FAIL,no,5.0,True,9,-0.23087
1-degree sweep,OFF,sin,164.0,164.0,0.27564,0.2756373558169992,2.6441830007772893e-06,PASS,yes,5.0,True,8,0.27564
1-degree sweep,OFF,cos,164.0,164.0,-0.96126,-0.9612616959383189,1.6959383188908106e-06,PASS,yes,5.0,True,9,-0.96126
1-degree sweep,OFF,tan,164.0,164.0,-0.24933,-0.286745385758808,0.037415385758807984,FAIL,no,5.0,True,9,-0.24933
1-degree sweep,OFF,sin,165.0,165.0,0.25882,0.258819045102521,9.54897478977479e-07,PASS,yes,5.0,True,8,0.25882
1-degree sweep,OFF,cos,165.0,165.0,-0.96593,-0.9659258262890682,4.1737109317541154e-06,PASS,yes,5.0,True,9,-0.96593
1-degree sweep,OFF,tan,165.0,165.0,-0.26795,-0.267949192431123,8.075688770481371e-07,PASS,yes,5.0,True,9,-0.26795
1-degree sweep,OFF,sin,166.0,166.0,0.24192,0.24192189559966773,1.8955996677338938e-06,PASS,yes,5.0,True,8,0.24192
1-degree sweep,OFF,cos,166.0,166.0,-0.9703,-0.9702957262759965,4.273724003578394e-06,PASS,yes,5.0,True,9,-0.97030
1-degree sweep,OFF,tan,166.0,166.0,-0.24933,-0.2493280028431807,1.9971568192833633e-06,PASS,yes,5.0,True,9,-0.24933
1-degree sweep,OFF,sin,167.0,167.0,0.22495,0.2249510543438652,1.0543438651866577e-06,PASS,yes,5.0,True,8,0.22495
1-degree sweep,OFF,cos,167.0,167.0,-0.97437,-0.9743700647852351,6.478523517650103e-08,PASS,yes,5.0,True,9,-0.97437
1-degree sweep,OFF,tan,167.0,167.0,-0.23087,-0.23086819112556334,1.8088744366540066e-06,PASS,yes,5.0,True,9,-0.23087
1-degree sweep,OFF,sin,168.0,168.0,0.20791,0.20791169081775931,1.6908177593033535e-06,PASS,yes,5.0,True,8,0.20791
1-degree sweep,OFF,cos,168.0,168.0,-0.97815,-0.9781476007338057,2.399266194275107e-06,PASS,yes,5.0,True,9,-0.97815
1-degree sweep,OFF,tan,168.0,168.0,-0.24791,-0.2125565616700221,0.03535343832997789,FAIL,no,5.0,True,9,-0.24791
1-degree sweep,OFF,sin,169.0,169.0,0.19081,0.19080899537654497,1.0046234550364908e-06,PASS,yes,5.0,True,8,0.19081
1-degree sweep,OFF,cos,169.0,169.0,-0.98163,-0.981627183447664,2.816552336026845e-06,PASS,yes,5.0,True,9,-0.98163
1-degree sweep,OFF,tan,169.0,169.0,-0.18041,-0.19438030913771864,0.013970309137718656,FAIL,no,5.0,True,9,-0.18041
1-degree sweep,OFF,sin,170.0,170.0,0.17365,0.17364817766693028,1.8223330697231255e-06,PASS,yes,5.0,True,8,0.17365
1-degree sweep,OFF,cos,170.0,170.0,-0.98481,-0.984807753012208,2.2469877919428782e-06,PASS,yes,5.0,True,9,-0.98481
1-degree sweep,OFF,tan,170.0,170.0,-0.17633,-0.1763269807084649,3.0192915350946148e-06,PASS,yes,5.0,True,9,-0.17633
1-degree sweep,OFF,sin,171.0,171.0,0.15643,0.15643446504023098,4.465040230966499e-06,PASS,yes,5.0,True,8,0.15643
1-degree sweep,OFF,cos,171.0,171.0,-0.98769,-0.9876883405951377,1.6594048622975421e-06,PASS,yes,5.0,True,9,-0.98769
1-degree sweep,OFF,tan,171.0,171.0,-0.15838,-0.1583844403245364,4.4403245364199595e-06,PASS,yes,5.0,True,9,-0.15838
1-degree sweep,OFF,sin,172.0,172.0,0.13917,0.13917310096006533,3.100960065338665e-06,PASS,yes,5.0,True,8,0.13917
1-degree sweep,OFF,cos,172.0,172.0,-0.99027,-0.9902680687415704,1.9312584296216073e-06,PASS,yes,5.0,True,9,-0.99027
1-degree sweep,OFF,tan,172.0,172.0,-0.14054,-0.14054083470239132,8.347023913168883e-07,PASS,yes,5.0,True,9,-0.14054
1-degree sweep,OFF,sin,173.0,173.0,0.12187,0.12186934340514755,6.565948524606124e-07,PASS,yes,5.0,True,8,0.12187
1-degree sweep,OFF,cos,173.0,173.0,-0.99255,-0.992546151641322,3.848358678060215e-06,PASS,yes,5.0,True,9,-0.99255
1-degree sweep,OFF,tan,173.0,173.0,-0.12278,-0.12278456090290465,4.560902904654496e-06,PASS,yes,5.0,True,9,-0.12278
1-degree sweep,OFF,sin,174.0,174.0,0.10453,0.10452846326765373,1.536732346263392e-06,PASS,yes,5.0,True,8,0.10453
1-degree sweep,OFF,cos,174.0,174.0,-0.99452,-0.9945218953682733,1.8953682733302557e-06,PASS,yes,5.0,True,9,-0.99452
1-degree sweep,OFF,tan,174.0,174.0,-0.12278,-0.10510423526567673,0.017675764734323265,FAIL,no,5.0,True,9,-0.12278
1-degree sweep,OFF,sin,175.0,175.0,0.08716,0.0871557427476582,4.257252341807738e-06,PASS,yes,5.0,True,8,0.08716
1-degree sweep,OFF,cos,175.0,175.0,-0.99619,-0.9961946980917455,4.698091745525268e-06,PASS,yes,5.0,True,9,-0.99619
1-degree sweep,OFF,tan,175.0,175.0,-0.08749,-0.08748866352592402,1.3364740759774785e-06,PASS,yes,5.0,True,9,-0.08749
1-degree sweep,OFF,sin,176.0,176.0,0.06976,0.06975647374412552,3.526255874478079e-06,PASS,yes,5.0,True,8,0.06976
1-degree sweep,OFF,cos,176.0,176.0,-0.99756,-0.9975640502598242,4.050259824195379e-06,PASS,yes,5.0,True,9,-0.99756
1-degree sweep,OFF,tan,176.0,176.0,-0.06993,-0.06992681194351064,3.188056489369928e-06,PASS,yes,5.0,True,9,-0.06993
1-degree sweep,OFF,sin,177.0,177.0,0.05234,0.05233595624294381,4.0437570561907554e-06,PASS,yes,5.0,True,8,0.05234
1-degree sweep,OFF,cos,177.0,177.0,-0.99863,-0.9986295347545738,4.652454261844241e-07,PASS,yes,5.0,True,9,-0.99863
1-degree sweep,OFF,tan,177.0,177.0,-0.05241,-0.052407779283041175,2.220716958822866e-06,PASS,yes,5.0,True,9,-0.05241
1-degree sweep,OFF,sin,178.0,178.0,0.0349,0.03489949670250114,5.032974988578021e-07,PASS,yes,5.0,True,8,0.03490
1-degree sweep,OFF,cos,178.0,178.0,-0.99939,-0.9993908270190958,8.270190957615497e-07,PASS,yes,5.0,True,9,-0.99939
1-degree sweep,OFF,tan,178.0,178.0,-0.03492,-0.034920769491747904,7.69491747903972e-07,PASS,yes,5.0,True,9,-0.03492
1-degree sweep,OFF,sin,179.0,179.0,0.01745,0.01745240643728344,2.4064372834385617e-06,PASS,yes,5.0,True,8,0.01745
1-degree sweep,OFF,cos,179.0,179.0,-0.99985,-0.9998476951563913,2.3048436087469426e-06,PASS,yes,5.0,True,9,-0.99985
1-degree sweep,OFF,tan,179.0,179.0,-0.01746,-0.01745506492821751,4.935071782490724e-06,PASS,yes,5.0,True,9,-0.01746
1-degree sweep,OFF,sin,180.0,180.0,0.0,1.2246467991473532e-16,1.2246467991473532e-16,PASS,yes,5.0,True,8,0.00000
1-degree sweep,OFF,cos,180.0,180.0,-1.0,-1.0,0.0,PASS,yes,5.0,True,9,-1.00000
1-degree sweep,OFF,tan,180.0,180.0,0.0,-1.2246467991473532e-16,1.2246467991473532e-16,PASS,yes,5.0,True,8,0.00000
1-degree sweep,OFF,sin,181.0,181.0,-0.01745,-0.017452406437283637,2.40643728363632e-06,PASS,yes,5.0,True,9,-0.01745
1-degree sweep,OFF,cos,181.0,181.0,-0.99985,-0.9998476951563913,2.3048436087469426e-06,PASS,yes,5.0,True,9,-0.99985
1-degree sweep,OFF,tan,181.0,181.0,-0.01746,0.01745506492821771,0.03491506492821771,FAIL,no,5.0,True,9,-0.01746
1-degree sweep,OFF,sin,182.0,182.0,-0.99027,-0.0348994967025009,0.9553705032974991,FAIL,no,5.0,True,9,-0.99027
1-degree sweep,OFF,cos,182.0,182.0,-0.99027,-0.9993908270190958,0.009120827019095779,FAIL,no,5.0,True,9,-0.99027
1-degree sweep,OFF,tan,182.0,182.0,-0.03492,0.034920769491747654,0.06984076949174765,FAIL,no,5.0,True,9,-0.03492
1-degree sweep,OFF,sin,183.0,183.0,-0.22495,-0.052335956242943564,0.17261404375705644,FAIL,no,5.0,True,9,-0.22495
1-degree sweep,OFF,cos,183.0,183.0,-0.99863,-0.9986295347545738,4.652454261844241e-07,PASS,yes,5.0,True,9,-0.99863
1-degree sweep,OFF,tan,183.0,183.0,-0.05463,0.05240777928304093,0.10703777928304092,FAIL,no,5.0,True,9,-0.05463
1-degree sweep,OFF,sin,184.0,184.0,-0.06976,-0.06975647374412527,3.5262558747278794e-06,PASS,yes,5.0,True,9,-0.06976
1-degree sweep,OFF,cos,184.0,184.0,-0.99452,-0.9975640502598242,0.003044050259824238,FAIL,no,5.0,True,9,-0.99452
1-degree sweep,OFF,tan,184.0,184.0,-0.12278,0.06992681194351039,0.1927068119435104,FAIL,no,5.0,True,9,-0.12278
1-degree sweep,OFF,sin,185.0,185.0,-0.08716,-0.08715574274765794,4.257252342057538e-06,PASS,yes,5.0,True,9,-0.08716
1-degree sweep,OFF,cos,185.0,185.0,-0.99619,-0.9961946980917455,4.698091745525268e-06,PASS,yes,5.0,True,9,-0.99619
1-degree sweep,OFF,tan,185.0,185.0,-0.08749,0.08748866352592378,0.17497866352592378,FAIL,no,5.0,True,9,-0.08749
1-degree sweep,OFF,sin,186.0,186.0,-0.05234,-0.1045284632676535,0.0521884632676535,FAIL,no,5.0,True,9,-0.05234
1-degree sweep,OFF,cos,186.0,186.0,-0.99452,-0.9945218953682733,1.8953682733302557e-06,PASS,yes,5.0,True,9,-0.99452
1-degree sweep,OFF,tan,186.0,186.0,-0.1051,0.10510423526567649,0.2102042352656765,FAIL,no,5.0,True,9,-0.10510
1-degree sweep,OFF,sin,187.0,187.0,-0.29237,-0.12186934340514731,0.1705006565948527,FAIL,no,5.0,True,9,-0.29237
1-degree sweep,OFF,cos,187.0,187.0,-0.99144,-0.9925461516413221,0.0011061516413221062,FAIL,no,5.0,True,9,-0.99144
1-degree sweep,OFF,tan,187.0,187.0,-0.12278,0.1227845609029044,0.2455645609029044,FAIL,no,5.0,True,9,-0.12278
1-degree sweep,OFF,sin,188.0,188.0,-0.20791,-0.13917310096006552,0.06873689903993449,FAIL,no,5.0,True,9,-0.20791
1-degree sweep,OFF,cos,188.0,188.0,-0.99027,-0.9902680687415703,1.9312584297326296e-06,PASS,yes,5.0,True,9,-0.99027
1-degree sweep,OFF,tan,188.0,188.0,-0.32492,0.1405408347023915,0.4654608347023915,FAIL,no,5.0,True,9,-0.32492
1-degree sweep,OFF,sin,189.0,189.0,-0.30902,-0.15643446504023073,0.1525855349597693,FAIL,no,5.0,True,9,-0.30902
1-degree sweep,OFF,cos,189.0,189.0,-0.98769,-0.9876883405951378,1.6594048621865198e-06,PASS,yes,5.0,True,9,-0.98769
1-degree sweep,OFF,tan,189.0,189.0,-0.12278,0.15838444032453616,0.28116444032453614,FAIL,no,5.0,True,9,-0.12278
1-degree sweep,OFF,sin,190.0,190.0,-0.17365,-0.17364817766693047,1.8223330695288364e-06,PASS,yes,5.0,True,9,-0.17365
1-degree sweep,OFF,cos,190.0,190.0,-0.98481,-0.984807753012208,2.2469877919428782e-06,PASS,yes,5.0,True,9,-0.98481
1-degree sweep,OFF,tan,190.0,190.0,-0.17633,0.1763269807084651,0.3526569807084651,FAIL,no,5.0,True,9,-0.17633
1-degree sweep,OFF,sin,191.0,191.0,-0.15643,-0.19080899537654472,0.03437899537654471,FAIL,no,5.0,True,9,-0.15643
1-degree sweep,OFF,cos,191.0,191.0,-0.98163,-0.981627183447664,2.816552336026845e-06,PASS,yes,5.0,True,9,-0.98163
1-degree sweep,OFF,tan,191.0,191.0,-0.20403,0.1943803091377184,0.39841030913771835,FAIL,no,5.0,True,9,-0.20403
1-degree sweep,OFF,sin,192.0,192.0,-0.20791,-0.2079116908177595,1.6908177594976426e-06,PASS,yes,5.0,True,9,-0.20791
1-degree sweep,OFF,cos,192.0,192.0,-0.97815,-0.9781476007338056,2.3992661943861293e-06,PASS,yes,5.0,True,9,-0.97815
1-degree sweep,OFF,tan,192.0,192.0,-0.21256,0.2125565616700223,0.4251165616700223,FAIL,no,5.0,True,9,-0.21256
1-degree sweep,OFF,sin,193.0,193.0,-0.22495,-0.22495105434386498,1.054343864964613e-06,PASS,yes,5.0,True,9,-0.22495
1-degree sweep,OFF,cos,193.0,193.0,-0.97437,-0.9743700647852352,6.478523528752334e-08,PASS,yes,5.0,True,9,-0.97437
1-degree sweep,OFF,tan,193.0,193.0,-0.22395,0.2308681911255631,0.4548181911255631,FAIL,no,5.0,True,9,-0.22395
1-degree sweep,OFF,sin,194.0,194.0,-0.24192,-0.2419218955996675,1.8955996675118492e-06,PASS,yes,5.0,True,9,-0.24192
1-degree sweep,OFF,cos,194.0,194.0,-0.96126,-0.9702957262759965,0.00903572627599647,FAIL,no,5.0,True,9,-0.96126
1-degree sweep,OFF,tan,194.0,194.0,-0.24933,0.24932800284318044,0.4986580028431804,FAIL,no,5.0,True,9,-0.24933
1-degree sweep,OFF,sin,195.0,195.0,-0.25882,-0.2588190451025208,9.548974791995235e-07,PASS,yes,5.0,True,9,-0.25882
1-degree sweep,OFF,cos,195.0,195.0,-0.96593,-0.9659258262890683,4.173710931643093e-06,PASS,yes,5.0,True,9,-0.96593
1-degree sweep,OFF,tan,195.0,195.0,0.46631,0.2679491924311227,0.1983608075688773,FAIL,no,5.0,True,8,0.46631
1-degree sweep,OFF,sin,196.0,196.0,-0.96126,-0.275637355816999,0.685622644183001,FAIL,no,5.0,True,9,-0.96126
1-degree sweep,OFF,cos,196.0,196.0,-0.96126,-0.9612616959383189,1.6959383188908106e-06,PASS,yes,5.0,True,9,-0.96126
1-degree sweep,OFF,tan,196.0,196.0,-0.24933,0.28674538575880776,0.5360753857588078,FAIL,no,5.0,True,9,-0.24933
1-degree sweep,OFF,sin,197.0,197.0,-0.9205,-0.29237170472273677,0.6281282952772632,FAIL,no,5.0,True,9,-0.92050
1-degree sweep,OFF,cos,197.0,197.0,-0.9563,-0.9563047559630354,4.755963035396604e-06,PASS,yes,5.0,True,9,-0.95630
1-degree sweep,OFF,tan,197.0,197.0,-0.27465,0.30573068145866045,0.5803806814586605,FAIL,no,5.0,True,9,-0.27465
1-degree sweep,OFF,sin,198.0,198.0,-0.30902,-0.3090169943749473,3.0056250527321637e-06,PASS,yes,5.0,True,9,-0.30902
1-degree sweep,OFF,cos,198.0,198.0,-0.95106,-0.9510565162951536,3.4837048463742804e-06,PASS,yes,5.0,True,9,-0.95106
1-degree sweep,OFF,tan,198.0,198.0,-0.28636,0.3249196962329062,0.6112796962329061,FAIL,no,5.0,True,9,-0.28636
1-degree sweep,OFF,sin,199.0,199.0,-0.32557,-0.32556815445715676,1.8455428432706533e-06,PASS,yes,5.0,True,9,-0.32557
1-degree sweep,OFF,cos,199.0,199.0,-0.94552,-0.9455185755993167,1.4244006832919709e-06,PASS,yes,5.0,True,9,-0.94552
1-degree sweep,OFF,tan,199.0,199.0,-0.34433,0.3443276132896654,0.6886576132896653,FAIL,no,5.0,True,9,-0.34433
1-degree sweep,OFF,sin,200.0,200.0,-0.34202,-0.34202014332566866,1.4332566866670504e-07,PASS,yes,5.0,True,9,-0.34202
1-degree sweep,OFF,cos,200.0,200.0,-0.93969,-0.9396926207859084,2.6207859084026452e-06,PASS,yes,5.0,True,9,-0.93969
1-degree sweep,OFF,tan,200.0,200.0,0.36397,0.3639702342662023,2.342662022702946e-07,PASS,yes,5.0,True,8,0.36397
1-degree sweep,OFF,sin,201.0,201.0,-0.34202,-0.35836794954530043,0.016347949545300444,FAIL,no,5.0,True,9,-0.34202
1-degree sweep,OFF,cos,201.0,201.0,-0.93969,-0.9335804264972017,0.006109573502798282,FAIL,no,5.0,True,9,-0.93969
1-degree sweep,OFF,tan,201.0,201.0,0.36397,0.383864035035416,0.01989403503541598,FAIL,no,5.0,True,8,0.36397
1-degree sweep,OFF,sin,202.0,202.0,-0.34202,-0.374606593415912,0.032586593415912024,FAIL,no,5.0,True,9,-0.34202
1-degree sweep,OFF,cos,202.0,202.0,-0.93969,-0.9271838545667874,0.012506145433212601,FAIL,no,5.0,True,9,-0.93969
1-degree sweep,OFF,tan,202.0,202.0,0.36397,0.4040262258351568,0.04005622583515678,FAIL,no,5.0,True,8,0.36397
1-degree sweep,OFF,sin,203.0,203.0,-0.39073,-0.39073112848927355,1.1284892735274887e-06,PASS,yes,5.0,True,9,-0.39073
1-degree sweep,OFF,cos,203.0,203.0,-0.9205,-0.9205048534524404,4.853452440389816e-06,PASS,yes,5.0,True,9,-0.92050
1-degree sweep,OFF,tan,203.0,203.0,-0.22395,0.4244748162096045,0.6484248162096045,FAIL,no,5.0,True,9,-0.22395
1-degree sweep,OFF,sin,204.0,204.0,-0.39073,-0.4067366430758002,0.016006643075800187,FAIL,no,5.0,True,9,-0.39073
1-degree sweep,OFF,cos,204.0,204.0,-0.91355,-0.9135454576426009,4.542357399106578e-06,PASS,yes,5.0,True,9,-0.91355
1-degree sweep,OFF,tan,204.0,204.0,-0.36397,0.44522868530853615,0.8091986853085362,FAIL,no,5.0,True,9,-0.36397
1-degree sweep,OFF,sin,205.0,205.0,-0.42262,-0.4226182617406993,1.7382593007209124e-06,PASS,yes,5.0,True,9,-0.42262
1-degree sweep,OFF,cos,205.0,205.0,-0.90631,-0.90630778703665,2.212963349901287e-06,PASS,yes,5.0,True,9,-0.90631
1-degree sweep,OFF,tan,205.0,205.0,0.36397,0.46630765815499836,0.10233765815499835,FAIL,no,5.0,True,8,0.36397
1-degree sweep,OFF,sin,206.0,206.0,-0.43837,-0.43837114678907746,1.1467890774774503e-06,PASS,yes,5.0,True,9,-0.43837
1-degree sweep,OFF,cos,206.0,206.0,-0.89879,-0.8987940462991669,4.0462991669487636e-06,PASS,yes,5.0,True,9,-0.89879
1-degree sweep,OFF,tan,206.0,206.0,-0.36397,0.4877325885658615,0.8517025885658616,FAIL,no,5.0,True,9,-0.36397
1-degree sweep,OFF,sin,207.0,207.0,-0.45399,-0.4539904997395467,4.997395466888044e-07,PASS,yes,5.0,True,9,-0.45399
1-degree sweep,OFF,cos,207.0,207.0,-0.89101,-0.8910065241883679,3.4758116320698917e-06,PASS,yes,5.0,True,9,-0.89101
1-degree sweep,OFF,tan,207.0,207.0,-0.36397,0.5095254494944287,0.8734954494944287,FAIL,no,5.0,True,9,-0.36397
1-degree sweep,OFF,sin,208.0,208.0,-0.46947,-0.46947156278589086,1.5627858908628944e-06,PASS,yes,5.0,True,9,-0.46947
1-degree sweep,OFF,cos,208.0,208.0,-0.88295,-0.8829475928589269,2.4071410731352216e-06,PASS,yes,5.0,True,9,-0.88295
1-degree sweep,OFF,tan,208.0,208.0,-0.36397,0.5317094316614789,0.8956794316614789,FAIL,no,5.0,True,9,-0.36397
1-degree sweep,OFF,sin,209.0,209.0,-0.48481,-0.48480962024633695,3.7975366307119174e-07,PASS,yes,5.0,True,9,-0.48481
1-degree sweep,OFF,cos,209.0,209.0,-0.87462,-0.8746197071393959,2.928606041008308e-07,PASS,yes,5.0,True,9,-0.87462
1-degree sweep,OFF,tan,209.0,209.0,-0.36397,0.5543090514527688,0.9182790514527688,FAIL,no,5.0,True,9,-0.36397
1-degree sweep,OFF,sin,210.0,210.0,-0.5,-0.5000000000000001,1.1102230246251565e-16,PASS,yes,5.0,True,9,-0.50000
1-degree sweep,OFF,cos,210.0,210.0,-0.86603,-0.8660254037844386,4.59621556136991e-06,PASS,yes,5.0,True,9,-0.86603
1-degree sweep,OFF,tan,210.0,210.0,0.57735,0.577350269189626,2.691896259232607e-07,PASS,yes,5.0,True,8,0.57735
1-degree sweep,OFF,sin,211.0,211.0,-0.51504,-0.5150380749100542,1.9250899458977955e-06,PASS,yes,5.0,True,9,-0.51504
1-degree sweep,OFF,cos,211.0,211.0,-0.85717,-0.8571673007021123,2.6992978876538842e-06,PASS,yes,5.0,True,9,-0.85717
1-degree sweep,OFF,tan,211.0,211.0,-0.20403,0.6008606190275604,0.8048906190275604,FAIL,no,5.0,True,9,-0.20403
1-degree sweep,OFF,sin,212.0,212.0,-0.52992,-0.5299192642332048,7.357667951568558e-07,PASS,yes,5.0,True,9,-0.52992
1-degree sweep,OFF,cos,212.0,212.0,-0.84805,-0.8480480961564261,1.9038435739027193e-06,PASS,yes,5.0,True,9,-0.84805
1-degree sweep,OFF,tan,212.0,212.0,-1.15037,0.6248693519093271,1.775239351909327,FAIL,no,5.0,True,9,-1.15037
1-degree sweep,OFF,sin,213.0,213.0,-0.54464,-0.5446390350150271,9.649849729287396e-07,PASS,yes,5.0,True,9,-0.54464
1-degree sweep,OFF,cos,213.0,213.0,-0.83867,-0.838670567945424,5.679454240237192e-07,PASS,yes,5.0,True,9,-0.83867
1-degree sweep,OFF,tan,213.0,213.0,-0.12278,0.6494075931975106,0.7721875931975106,FAIL,no,5.0,True,9,-0.12278
1-degree sweep,OFF,sin,214.0,214.0,-0.55919,-0.5591929034707467,2.903470746717929e-06,PASS,yes,5.0,True,9,-0.55919
1-degree sweep,OFF,cos,214.0,214.0,-0.82904,-0.8290375725550418,2.4274449581529467e-06,PASS,yes,5.0,True,9,-0.82904
1-degree sweep,OFF,tan,214.0,214.0,-1.15037,0.6745085168424263,1.8248785168424262,FAIL,no,5.0,True,9,-1.15037
1-degree sweep,OFF,sin,215.0,215.0,-0.57358,-0.5735764363510462,3.5636489538193317e-06,PASS,yes,5.0,True,9,-0.57358
1-degree sweep,OFF,cos,215.0,215.0,-0.81915,-0.8191520442889918,2.0442889917537954e-06,PASS,yes,5.0,True,9,-0.81915
1-degree sweep,OFF,tan,215.0,215.0,0.41421,0.7002075382097098,0.2859975382097098,FAIL,no,5.0,True,8,0.41421
1-degree sweep,OFF,sin,216.0,216.0,-0.58779,-0.587785252292473,4.747707527008593e-06,PASS,yes,5.0,True,9,-0.58779
1-degree sweep,OFF,cos,216.0,216.0,-0.80902,-0.8090169943749476,3.005625052399097e-06,PASS,yes,5.0,True,9,-0.80902
1-degree sweep,OFF,tan,216.0,216.0,-0.72654,0.7265425280053607,1.4530825280053605,FAIL,no,5.0,True,9,-0.72654
1-degree sweep,OFF,sin,217.0,217.0,-0.61566,-0.6018150231520484,0.013844976847951607,FAIL,no,5.0,True,9,-0.61566
1-degree sweep,OFF,cos,217.0,217.0,-0.79864,-0.7986355100472928,4.489952707187328e-06,PASS,yes,5.0,True,9,-0.79864
1-degree sweep,OFF,tan,217.0,217.0,-0.12278,0.7535540501027943,0.8763340501027943,FAIL,no,5.0,True,9,-0.12278
1-degree sweep,OFF,sin,218.0,218.0,-0.61566,-0.6156614753256582,1.4753256581956364e-06,PASS,yes,5.0,True,9,-0.61566
1-degree sweep,OFF,cos,218.0,218.0,-0.78801,-0.788010753606722,7.536067220259568e-07,PASS,yes,5.0,True,9,-0.78801
1-degree sweep,OFF,tan,218.0,218.0,-0.8145,0.7812856265067173,1.5957856265067174,FAIL,no,5.0,True,9,-0.81450
1-degree sweep,OFF,sin,219.0,219.0,-0.62932,-0.6293203910498376,3.9104983762250356e-07,PASS,yes,5.0,True,9,-0.62932
1-degree sweep,OFF,cos,219.0,219.0,-0.77715,-0.7771459614569708,4.03854302921669e-06,PASS,yes,5.0,True,9,-0.77715
1-degree sweep,OFF,tan,219.0,219.0,-0.79747,0.8097840331950074,1.6072540331950074,FAIL,no,5.0,True,9,-0.79747
1-degree sweep,OFF,sin,220.0,220.0,-0.64279,-0.6427876096865393,2.3903134607206056e-06,PASS,yes,5.0,True,9,-0.64279
1-degree sweep,OFF,cos,220.0,220.0,-0.76604,-0.766044443118978,4.443118977959237e-06,PASS,yes,5.0,True,9,-0.76604
1-degree sweep,OFF,tan,220.0,220.0,0.8391,0.8390996311772799,3.688227200315808e-07,PASS,yes,5.0,True,8,0.83910
1-degree sweep,OFF,sin,221.0,221.0,-0.6561,-0.656059028990507,4.097100949296273e-05,FAIL,yes,5.0,True,9,-0.65610
1-degree sweep,OFF,cos,221.0,221.0,-0.75471,-0.7547095802227721,4.197772278669021e-07,PASS,yes,5.0,True,9,-0.75471
1-degree sweep,OFF,tan,221.0,221.0,-1.03553,0.8692867378162262,1.9048167378162262,FAIL,no,5.0,True,9,-1.03553
