function,angle_deg,calculator_answer,model_thinking_OFF,error_OFF,pass_OFF,model_thinking_ON,error_ON,pass_ON,tokens_ON,is_pole
sin,85,0.9961946980917455,0.99619,4.698091745525268e-06,True,0.99619,4.698091745525268e-06,True,129,False
cos,85,0.08715574274765814,0.08716,4.257252341863249e-06,True,0.08716,4.257252341863249e-06,True,213,False
tan,85,11.430052302761348,11.43005,2.302761348715876e-06,True,11.43005,2.302761348715876e-06,True,133,False
sin,86,0.9975640502598242,0.99756,4.050259824195379e-06,True,0.99756,4.050259824195379e-06,True,187,False
cos,86,0.06975647374412523,0.06976,3.5262558747695127e-06,True,0.06976,3.5262558747695127e-06,True,248,False
tan,86,14.300666256711942,14.30067,3.7432880581889094e-06,True,1.00104663,13.299619626711943,False,2048,False
sin,87,0.9986295347545738,0.99863,4.652454261844241e-07,True,0.99863,4.652454261844241e-07,True,136,False
cos,87,0.052335956242943966,0.05234,4.043757056031161e-06,True,0.05234,4.043757056031161e-06,True,278,False
tan,87,19.08113668772816,19.0811,3.66877281621214e-05,False,19.08113,6.68772815970442e-06,False,820,False
sin,88,0.9993908270190958,0.99939,8.270190957615497e-07,True,0.99939,8.270190957615497e-07,True,205,False
cos,88,0.03489949670250108,0.0349,5.032974989202521e-07,True,0.0349,5.032974989202521e-07,True,278,False
tan,88,28.636253282915515,28.63625,3.282915514546403e-06,True,28.63625,3.282915514546403e-06,True,289,False
sin,89,0.9998476951563913,0.99985,2.3048436087469426e-06,True,0.99985,2.3048436087469426e-06,True,232,False
cos,89,0.0174524064372836,0.01745,2.4064372835981562e-06,True,0.01745,2.4064372835981562e-06,True,151,False
tan,89,57.289961630759144,57.29,3.836924085476312e-05,False,57.29031,0.00034836924085368537,False,355,False
sin,90,1.0,1.0,0.0,True,1.0,0.0,True,51,False
cos,90,6.123233995736766e-17,0.0,6.123233995736766e-17,True,0.0,6.123233995736766e-17,True,79,False
tan,90,,,,False,5.0,,False,2048,True
sin,91,0.9998476951563913,0.99985,2.3048436087469426e-06,True,0.99985,2.3048436087469426e-06,True,238,False
cos,91,-0.017452406437283477,-0.01745,2.4064372834767256e-06,True,-0.01745,2.4064372834767256e-06,True,208,False
tan,91,-57.28996163075955,-57.29038,0.0004183692404495787,False,-57.28996,1.6307595487319304e-06,True,524,False
sin,92,0.9993908270190958,0.99939,8.270190957615497e-07,True,0.99939,8.270190957615497e-07,True,201,False
cos,92,-0.034899496702500955,-0.0349,5.032974990451522e-07,True,-0.0349,5.032974990451522e-07,True,388,False
tan,92,-28.636253282915614,-24.43362,4.202633282915613,False,-28.63625,3.282915614022386e-06,True,1959,False
sin,93,0.9986295347545738,0.99863,4.652454261844241e-07,True,0.99863,4.652454261844241e-07,True,196,False
cos,93,-0.05233595624294384,-0.05234,4.043757056156061e-06,True,-0.05234,4.043757056156061e-06,True,271,False
tan,93,-19.081136687728208,-22.90376,3.8226233122717908,False,0.05240772675223776,19.133544414480447,False,2048,False
sin,94,0.9975640502598242,0.99756,4.050259824195379e-06,True,0.99756,4.050259824195379e-06,True,355,False
cos,94,-0.06975647374412533,-0.06976,3.5262558746723682e-06,True,-0.06976,3.5262558746723682e-06,True,320,False
tan,94,-14.30066625671192,-9.51436,4.786306256711921,False,0.023692,14.324358256711921,False,2048,False
sin,95,0.9961946980917455,0.99619,4.698091745525268e-06,True,0.99619,4.698091745525268e-06,True,178,False
cos,95,-0.08715574274765824,-0.08716,4.2572523417661046e-06,True,-0.08716,4.2572523417661046e-06,True,281,False
tan,95,-11.430052302761336,-11.43005,2.302761336281378e-06,True,-11.43005,2.302761336281378e-06,True,1004,False
sin,96,0.9945218953682733,0.99452,1.8953682733302557e-06,True,0.99452,1.8953682733302557e-06,True,183,False
cos,96,-0.10452846326765355,-0.10453,1.5367323464438032e-06,True,-0.10453,1.5367323464438032e-06,True,133,False
tan,96,-9.514364454222576,-14.30067,4.786305545777424,False,-9.51436,4.454222576555367e-06,True,581,False
sin,97,0.9925461516413221,0.99255,3.848358677949193e-06,True,0.99255,3.848358677949193e-06,True,214,False
cos,97,-0.12186934340514737,-0.12187,6.565948526410237e-07,True,-0.12187,6.565948526410237e-07,True,351,False
tan,97,-8.144346427974602,-7.02733,1.117016427974602,False,0.003,8.147346427974602,False,2048,False
sin,98,0.9902680687415704,0.99027,1.9312584296216073e-06,True,0.99027,1.9312584296216073e-06,True,210,False
cos,98,-0.13917310096006535,-0.13917,3.1009600653664204e-06,True,-0.13917,3.1009600653664204e-06,True,236,False
tan,98,-7.115369722384213,-7.11537,2.7761578724749825e-07,True,8.74e-08,7.115369809784213,False,2048,False
sin,99,0.9876883405951378,0.98769,1.6594048621865198e-06,True,0.98769,1.6594048621865198e-06,True,252,False
cos,99,-0.1564344650402308,-0.15643,4.465040230799966e-06,True,-0.15643,4.465040230799966e-06,True,289,False
tan,99,-6.313751514675046,-0.17633,6.1374215146750455,False,-6.31375,1.5146750458328029e-06,True,537,False
sin,100,0.984807753012208,0.98481,2.2469877919428782e-06,True,0.98481,2.2469877919428782e-06,True,88,False
cos,100,-0.1736481776669303,-0.17365,1.82233306969537e-06,True,-0.17365,1.82233306969537e-06,True,190,False
tan,100,-5.671281819617711,-5.67128,1.819617710729915e-06,True,-5.67128,1.819617710729915e-06,True,216,False
sin,101,0.981627183447664,0.98163,2.816552336026845e-06,True,0.98163,2.816552336026845e-06,True,257,False
cos,101,-0.1908089953765448,-0.19081,1.0046234552030242e-06,True,-0.19081,1.0046234552030242e-06,True,318,False
tan,101,-5.144554015970311,-5.75959,0.6150359840296895,False,9.6,14.74455401597031,False,2048,False
sin,102,0.9781476007338057,0.97815,2.399266194275107e-06,True,0.97815,2.399266194275107e-06,True,161,False
cos,102,-0.20791169081775934,-0.20791,1.6908177593311091e-06,True,-0.20791,1.6908177593311091e-06,True,271,False
tan,102,-4.704630109478454,-4.25117,0.4534601094784536,False,4.897606e-07,4.704630599239054,False,2048,False
sin,103,0.9743700647852352,0.97437,6.478523528752334e-08,True,0.97437,6.478523528752334e-08,True,507,False
cos,103,-0.22495105434386503,-0.22495,1.0543438650201242e-06,True,-0.22495,1.0543438650201242e-06,True,427,False
tan,103,-4.331475874284155,-4.33148,4.125715845404443e-06,True,0.006892802759262,4.338368677043417,False,2048,False
sin,104,0.9702957262759965,0.9703,4.273724003578394e-06,True,0.9703,4.273724003578394e-06,True,321,False
cos,104,-0.24192189559966779,-0.24192,1.895599667789405e-06,True,-0.24192,1.895599667789405e-06,True,507,False
tan,104,-4.010780933535844,-4.05806,0.04727906646415647,False,-0.0,4.010780933535844,False,2048,False
sin,105,0.9659258262890683,0.96593,4.173710931643093e-06,True,0.96593,4.173710931643093e-06,True,357,False
cos,105,-0.25881904510252085,-0.25882,9.548974791440124e-07,True,-0.25882,9.548974791440124e-07,True,173,False
tan,105,-3.7320508075688763,-3.73205,8.075688762154698e-07,True,-3.73205,8.075688762154698e-07,True,340,False
sin,106,0.9612616959383189,0.96126,1.6959383188908106e-06,True,0.96126,1.6959383188908106e-06,True,273,False
cos,106,-0.27563735581699905,-0.27564,2.6441830009438227e-06,True,-0.27564,2.6441830009438227e-06,True,439,False
tan,106,-3.48741444384091,-3.07768,0.40973444384091007,False,-3.48741,4.4438409099178955e-06,True,1094,False
sin,107,0.9563047559630355,0.9563,4.7559630355076266e-06,True,0.9563,4.7559630355076266e-06,True,252,False
cos,107,-0.29237170472273666,-0.29237,1.7047227366395745e-06,True,-0.29237,1.7047227366395745e-06,True,510,False
tan,107,-3.270852618484142,-2.74748,0.5233726184841423,False,2.641033,5.911885618484142,False,2048,False
sin,108,0.9510565162951536,0.95106,3.4837048463742804e-06,True,0.95106,3.4837048463742804e-06,True,195,False
cos,108,-0.30901699437494734,-0.30902,3.0056250526766526e-06,True,-0.30902,3.0056250526766526e-06,True,243,False
tan,108,-3.077683537175254,-3.07768,3.5371752540314105e-06,True,-3.07768,3.5371752540314105e-06,True,550,False
sin,109,0.9455185755993168,0.94552,1.4244006831809486e-06,True,0.94552,1.4244006831809486e-06,True,179,False
cos,109,-0.32556815445715664,-0.32557,1.8455428433816756e-06,True,-0.32557,1.8455428433816756e-06,True,334,False
tan,109,-2.904210877675823,-2.60509,0.29912087767582296,False,0.020156973486532,2.924367851162355,False,2048,False
sin,110,0.9396926207859084,0.93969,2.6207859084026452e-06,True,0.93969,2.6207859084026452e-06,True,144,False
cos,110,-0.3420201433256687,-0.34202,1.433256687222162e-07,True,-0.34202,1.433256687222162e-07,True,185,False
tan,110,-2.7474774194546225,-2.74748,2.580545377384169e-06,True,-2.74748,2.580545377384169e-06,True,445,False
sin,111,0.9335804264972017,0.93358,4.264972017775648e-07,True,0.93358,4.264972017775648e-07,True,258,False
cos,111,-0.35836794954530027,-0.35837,2.0504546997535122e-06,True,-0.35837,2.0504546997535122e-06,True,540,False
tan,111,-2.6050890646938014,-2.23457,0.37051906469380125,False,-2.60509,9.353061987127376e-07,True,673,False
sin,112,0.9271838545667874,0.92718,3.854566787420133e-06,True,0.92718,3.854566787420133e-06,True,261,False
cos,112,-0.37460659341591207,-0.37461,3.406584087928266e-06,True,-0.37461,3.406584087928266e-06,True,329,False
tan,112,-2.4750868534162955,-2.23457,0.24051685341629536,False,-2.47509,3.146583704261019e-06,True,553,False
sin,113,0.9205048534524403,0.9205,4.853452440278794e-06,True,0.9205,4.853452440278794e-06,True,317,False
cos,113,-0.39073112848927377,-0.39073,1.1284892737495333e-06,True,-0.39073,1.1284892737495333e-06,True,348,False
tan,113,-2.3558523658237527,-2.07652,0.27933236582375276,False,-2.35585,2.365823752459306e-06,True,1705,False
sin,114,0.9135454576426009,0.91355,4.542357399106578e-06,True,0.91355,4.542357399106578e-06,True,343,False
cos,114,-0.40673664307580026,-0.40674,3.356924199726663e-06,True,-0.40674,3.356924199726663e-06,True,389,False
tan,114,-2.2460367739042155,-1.42815,0.8178867739042155,False,-2.24604,3.2260957842922267e-06,True,1779,False
sin,115,0.90630778703665,0.90631,2.212963349901287e-06,True,0.90631,2.212963349901287e-06,True,115,False
cos,115,-0.42261826174069933,-0.42262,1.7382593006654012e-06,True,-0.42262,1.7382593006654012e-06,True,247,False
tan,115,-2.1445069205095595,-2.14451,3.079490440427435e-06,True,-2.14451,3.079490440427435e-06,True,297,False
sin,116,0.8987940462991669,0.89879,4.0462991669487636e-06,True,0.89879,4.0462991669487636e-06,True,234,False
cos,116,-0.4383711467890775,-0.43837,1.1467890775329614e-06,True,-0.43837,1.1467890775329614e-06,True,293,False
tan,116,-2.0503038415792956,-1.15037,0.8999338415792957,False,1.7,3.7503038415792957,False,2048,False
sin,117,0.8910065241883679,0.89101,3.4758116320698917e-06,True,0.89101,3.4758116320698917e-06,True,270,False
cos,117,-0.4539904997395467,-0.45399,4.997395466888044e-07,True,-0.45399,4.997395466888044e-07,True,269,False
tan,117,-1.962610505505151,-1.2349,0.7277105055051509,False,-1.96261,5.055051510716169e-07,True,1512,False
sin,118,0.8829475928589269,0.88295,2.4071410731352216e-06,True,0.88295,2.4071410731352216e-06,True,180,False
cos,118,-0.4694715627858909,-0.46947,1.5627858909184056e-06,True,-0.46947,1.5627858909184056e-06,True,350,False
tan,118,-1.8807264653463314,-2.07511,0.19438353465366864,False,-1.88073,3.5346536686464702e-06,True,360,False
sin,119,0.8746197071393959,0.87462,2.928606041008308e-07,True,0.87462,2.928606041008308e-07,True,189,False
cos,119,-0.484809620246337,-0.48481,3.797536630156806e-07,True,-0.48481,3.797536630156806e-07,True,412,False
tan,119,-1.804047755271424,-2.14451,0.3404622447285759,False,-1.80405,2.2447285759064073e-06,True,1114,False
sin,120,0.8660254037844387,0.86603,4.596215561258887e-06,True,0.86603,4.596215561258887e-06,True,88,False
cos,120,-0.4999999999999998,-0.5,2.220446049250313e-16,True,-0.5,2.220446049250313e-16,True,81,False
tan,120,-1.7320508075688783,-1.73205,8.075688782138712e-07,True,-1.73205,8.075688782138712e-07,True,231,False
sin,121,0.8571673007021123,0.85717,2.6992978876538842e-06,True,0.85717,2.6992978876538842e-06,True,1858,False
cos,121,-0.5150380749100543,-0.51504,1.925089945786773e-06,True,-0.51504,1.925089945786773e-06,True,626,False
tan,121,-1.6642794823505178,-1.15037,0.5139094823505179,False,-1.66428,5.176494821679256e-07,True,1951,False
sin,122,0.8480480961564261,0.84805,1.9038435739027193e-06,True,0.84805,1.9038435739027193e-06,True,190,False
cos,122,-0.5299192642332048,-0.52992,7.357667951568558e-07,True,-0.52992,7.357667951568558e-07,True,252,False
tan,122,-1.6003345290410511,-1.15037,0.4499645290410512,False,-1.60033,4.5290410510823165e-06,True,415,False
sin,123,0.8386705679454239,0.83867,5.679454239126969e-07,True,0.83867,5.679454239126969e-07,True,234,False
cos,123,-0.5446390350150271,-0.54464,9.649849729287396e-07,True,-0.54464,9.649849729287396e-07,True,328,False
tan,123,-1.5398649638145827,-1.42815,0.11171496381458268,False,-1.53986,4.963814582703563e-06,True,1456,False
sin,124,0.8290375725550417,0.82904,2.427444958263969e-06,True,0.82904,2.427444958263969e-06,True,185,False
cos,124,-0.5591929034707467,-0.55919,2.903470746717929e-06,True,-0.55919,2.903470746717929e-06,True,354,False
tan,124,-1.4825609685127408,-1.37638,0.10618096851274084,False,-1.48256,9.68512740673333e-07,True,540,False
sin,125,0.8191520442889917,0.81915,2.044288991642773e-06,True,0.81915,2.044288991642773e-06,True,109,False
cos,125,-0.5735764363510462,-0.57358,3.5636489538193317e-06,True,-0.57358,3.5636489538193317e-06,True,281,False
tan,125,-1.4281480067421142,-1.42815,1.993257885857247e-06,True,-1.42815,1.993257885857247e-06,True,355,False
sin,126,0.8090169943749475,0.80902,3.005625052510119e-06,True,0.80902,3.005625052510119e-06,True,164,False
cos,126,-0.587785252292473,-0.58779,4.747707527008593e-06,True,-0.58779,4.747707527008593e-06,True,257,False
tan,126,-1.3763819204711738,-1.32704,0.049341920471173806,False,-1.37638,1.9204711738662894e-06,True,338,False
sin,127,0.7986355100472927,0.79864,4.48995270729835e-06,True,0.79864,4.48995270729835e-06,True,295,False
cos,127,-0.6018150231520484,-0.60182,4.976847951643215e-06,True,-0.60182,4.976847951643215e-06,True,350,False
tan,127,-1.3270448216204096,-1.0242,0.3028448216204096,False,-1.32704,4.821620409600769e-06,True,502,False
sin,128,0.788010753606722,0.78801,7.536067220259568e-07,True,0.78801,7.536067220259568e-07,True,246,False
cos,128,-0.6156614753256583,-0.61566,1.4753256583066587e-06,True,-0.61566,1.4753256583066587e-06,True,311,False
tan,128,-1.2799416321930788,-0.37461,0.9053316321930788,False,-1.27994,1.6321930786933336e-06,True,734,False
sin,129,0.777145961456971,0.77715,4.0385430289946456e-06,True,0.77715,4.0385430289946456e-06,True,347,False
cos,129,-0.6293203910498373,-0.62932,3.9104983728943665e-07,True,-0.62932,3.9104983728943665e-07,True,263,False
tan,129,-1.234897156535052,-1.15037,0.08452715653505205,False,-1.2349,2.843464948165675e-06,True,1620,False
sin,130,0.766044443118978,0.76604,4.443118977959237e-06,True,0.76604,4.443118977959237e-06,True,152,False
cos,130,-0.6427876096865394,-0.64279,2.3903134606095833e-06,True,-0.64279,2.3903134606095833e-06,True,254,False
tan,130,-1.19175359259421,-1.19175,3.592594209900213e-06,True,-1.19175,3.592594209900213e-06,True,360,False
sin,131,0.7547095802227721,0.75471,4.197772278669021e-07,True,0.75471,4.197772278669021e-07,True,218,False
cos,131,-0.6560590289905072,-0.65606,9.71009492811703e-07,True,-0.65606,9.71009492811703e-07,True,398,False
tan,131,-1.15036840722101,-1.07868,0.07168840722101,False,-1.15037,1.592778989811805e-06,True,348,False
sin,132,0.7431448254773942,0.74314,4.825477394221345e-06,True,0.74314,4.825477394221345e-06,True,288,False
cos,132,-0.6691306063588582,-0.66913,6.063588582350121e-07,True,-0.66913,6.063588582350121e-07,True,319,False
tan,132,-1.1106125148291928,-1.11061,2.514829192667989e-06,True,-1.11061,2.514829192667989e-06,True,424,False
sin,133,0.7313537016191706,0.73135,3.70161917062628e-06,True,0.73135,3.70161917062628e-06,True,281,False
cos,133,-0.6819983600624984,-0.68199,8.360062498380394e-06,False,-0.682,1.639937501685118e-06,True,1000,False
tan,133,-1.0723687100246828,-1.32704,0.2546712899753172,False,3.374e-09,1.0723687133986828,False,2048,False
sin,134,0.7193398003386511,0.71934,1.9966134889859433e-07,True,0.71934,1.9966134889859433e-07,True,200,False
cos,134,-0.6946583704589974,-0.69466,1.6295410026900825e-06,True,-0.69466,1.6295410026900825e-06,True,1221,False
tan,134,-1.0355303137905694,-1.32704,0.29150968620943063,False,-1.0,0.03553031379056937,False,2048,False
sin,135,0.7071067811865476,0.70711,3.2188134524435696e-06,True,0.70711,3.2188134524435696e-06,True,84,False
cos,135,-0.7071067811865475,-0.70711,3.218813452554592e-06,True,-0.70711,3.218813452554592e-06,True,146,False
tan,135,-1.0000000000000002,-1.0,2.220446049250313e-16,True,-1.0,2.220446049250313e-16,True,70,False
sin,136,0.6946583704589971,0.69466,1.6295410029121271e-06,True,0.69466,1.6295410029121271e-06,True,212,False
cos,136,-0.7193398003386512,-0.71934,1.9966134878757202e-07,True,-0.71934,1.9966134878757202e-07,True,326,False
tan,136,-0.9656887748070737,-0.96569,1.2251929263351613e-06,True,-0.96569,1.2251929263351613e-06,True,2024,False
sin,137,0.6819983600624986,0.68199,8.360062498602439e-06,False,0.682,1.6399375014630735e-06,True,328,False
cos,137,-0.7313537016191705,-0.73135,3.701619170515258e-06,True,-0.73135,3.701619170515258e-06,True,299,False
tan,137,-0.9325150861376618,-0.93252,4.91386233825164e-06,True,-0.93252,4.91386233825164e-06,True,567,False
sin,138,0.6691306063588583,0.66913,6.063588583460344e-07,True,0.66913,6.063588583460344e-07,True,259,False
cos,138,-0.743144825477394,-0.74314,4.8254773939993e-06,True,-0.74314,4.8254773939993e-06,True,291,False
tan,138,-0.9004040442978404,-0.95042,0.050015955702159665,False,-0.9004,4.044297840399835e-06,True,673,False
sin,139,0.6560590289905073,0.65606,9.710094927006807e-07,True,0.65606,9.710094927006807e-07,True,185,False
cos,139,-0.754709580222772,-0.75471,4.197772279779244e-07,True,-0.75471,4.197772279779244e-07,True,335,False
tan,139,-0.8692867378162267,-0.8289,0.0403867378162267,False,-0.86929,3.26218377333376e-06,True,373,False
sin,140,0.6427876096865395,0.64279,2.390313460498561e-06,True,0.64279,2.390313460498561e-06,True,106,False
cos,140,-0.7660444431189779,-0.76604,4.443118977848215e-06,True,-0.76604,4.443118977848215e-06,True,190,False
tan,140,-0.8390996311772804,-0.8391,3.688227195874916e-07,True,-0.8391,3.688227195874916e-07,True,318,False
sin,141,0.6293203910498374,0.62932,3.9104983740045896e-07,True,0.62932,3.9104983740045896e-07,True,184,False
cos,141,-0.7771459614569709,-0.77715,4.038543029105668e-06,True,-0.77715,4.038543029105668e-06,True,1854,False
tan,141,-0.809784033195007,-0.82904,0.019255966804992974,False,1.07983,1.889614033195007,False,2048,False
sin,142,0.6156614753256584,0.61566,1.475325658417681e-06,True,0.61566,1.475325658417681e-06,True,231,False
cos,142,-0.7880107536067219,-0.78801,7.536067219149345e-07,True,-0.78801,7.536067219149345e-07,True,344,False
tan,142,-0.7812856265067176,-0.32492,0.45636562650671764,False,-0.78129,4.373493282416874e-06,True,845,False
sin,143,0.6018150231520482,0.59482,0.006995023152048141,False,0.60182,4.97684795186526e-06,True,182,False
cos,143,-0.7986355100472929,-0.79864,4.489952707076306e-06,True,-0.79864,4.489952707076306e-06,True,403,False
tan,143,-0.753554050102794,-0.42447,0.32908405010279396,False,-0.75355,4.050102793917709e-06,True,468,False
sin,144,0.5877852522924732,0.58779,4.747707526786549e-06,True,0.58779,4.747707526786549e-06,True,354,False
cos,144,-0.8090169943749473,-0.80902,3.0056250526211414e-06,True,-0.80902,3.0056250526211414e-06,True,248,False
tan,144,-0.726542528005361,-0.72654,2.5280053610465814e-06,True,-0.72654,2.5280053610465814e-06,True,569,False
sin,145,0.5735764363510459,0.57358,3.5636489540413763e-06,True,0.57358,3.5636489540413763e-06,True,114,False
cos,145,-0.8191520442889919,-0.81915,2.0442889918648177e-06,True,-0.81915,2.0442889918648177e-06,True,188,False
tan,145,-0.7002075382097096,-0.70021,2.461790290397836e-06,True,-0.70021,2.461790290397836e-06,True,384,False
sin,146,0.5591929034707469,0.55919,2.9034707469399734e-06,True,0.55919,2.9034707469399734e-06,True,271,False
cos,146,-0.8290375725550416,-0.82904,2.4274449583749913e-06,True,-0.82904,2.4274449583749913e-06,True,273,False
tan,146,-0.6745085168424267,-0.44523,0.22927851684242673,False,-0.67451,1.4831575733120772e-06,True,971,False
sin,147,0.5446390350150273,0.54464,9.64984972706695e-07,True,0.54464,9.64984972706695e-07,True,160,False
cos,147,-0.8386705679454239,-0.83867,5.679454239126969e-07,True,-0.83867,5.679454239126969e-07,True,450,False
tan,147,-0.649407593197511,-0.43301,0.21639759319751095,False,-0.64941,2.4068024890855355e-06,True,707,False
sin,148,0.5299192642332049,0.52992,7.357667950458335e-07,True,0.52992,7.357667950458335e-07,True,185,False
cos,148,-0.848048096156426,-0.84805,1.9038435740137416e-06,True,-0.84805,1.9038435740137416e-06,True,208,False
tan,148,-0.6248693519093275,-0.58058,0.04428935190932748,False,-0.62487,6.480906725725433e-07,True,410,False
sin,149,0.5150380749100544,0.51504,1.925089945675751e-06,True,0.51504,1.925089945675751e-06,True,479,False
cos,149,-0.8571673007021122,-0.85717,2.6992978877649065e-06,True,-0.85717,2.6992978877649065e-06,True,896,False
tan,149,-0.6008606190275607,-0.22169,0.3791706190275607,False,-0.60086,6.19027560766483e-07,True,372,False
sin,150,0.49999999999999994,0.5,5.551115123125783e-17,True,0.5,5.551115123125783e-17,True,74,False
cos,150,-0.8660254037844387,-0.86603,4.596215561258887e-06,True,-0.86603,4.596215561258887e-06,True,303,False
tan,150,-0.5773502691896257,-0.57735,2.6918962570121607e-07,True,-0.57735,2.6918962570121607e-07,True,194,False
sin,151,0.48480962024633717,0.48481,3.7975366284914713e-07,True,0.48481,3.7975366284914713e-07,True,192,False
cos,151,-0.8746197071393957,-0.87462,2.928606042118531e-07,True,-0.87462,2.928606042118531e-07,True,439,False
tan,151,-0.5543090514527691,-0.48434,0.0699690514527691,False,1.01007768643,1.5643867378827692,False,2048,False
sin,152,0.4694715627858907,0.46947,1.562785890696361e-06,True,0.46947,1.562785890696361e-06,True,240,False
cos,152,-0.882947592858927,-0.88295,2.4071410730241993e-06,True,-0.88295,2.4071410730241993e-06,True,359,False
tan,152,-0.5317094316614787,-0.48157,0.05013943166147866,False,-0.53171,5.68338521356182e-07,True,375,False
sin,153,0.45399049973954686,0.45399,4.997395468553378e-07,True,0.45399,4.997395468553378e-07,True,152,False
cos,153,-0.8910065241883678,-0.89101,3.475811632180914e-06,True,-0.89101,3.475811632180914e-06,True,399,False
tan,153,-0.5095254494944289,-0.46631,0.043215449494428904,False,-0.50953,4.550505571132568e-06,True,537,False
sin,154,0.4383711467890773,0.43837,1.1467890773109168e-06,True,0.43837,1.1467890773109168e-06,True,224,False
cos,154,-0.898794046299167,-0.89879,4.046299167059786e-06,True,-0.89879,4.046299167059786e-06,True,329,False
tan,154,-0.48773258856586127,-0.43347,0.05426258856586125,False,-0.48773,2.5885658612723184e-06,True,443,False
sin,155,0.4226182617406995,0.42262,1.7382593004988678e-06,True,0.42262,1.7382593004988678e-06,True,112,False
cos,155,-0.9063077870366499,-0.90631,2.212963350012309e-06,True,-0.90631,2.212963350012309e-06,True,207,False
tan,155,-0.46630765815499864,-0.46631,2.341845001363474e-06,True,-0.46631,2.341845001363474e-06,True,390,False
sin,156,0.40673664307580043,0.40674,3.3569241995601296e-06,True,0.40674,3.3569241995601296e-06,True,239,False
cos,156,-0.9135454576426008,-0.91355,4.5423573992176e-06,True,-0.91355,4.5423573992176e-06,True,555,False
tan,156,-0.4452286853085365,-0.44523,1.3146914635275841e-06,True,-0.44523,1.3146914635275841e-06,True,417,False
sin,157,0.39073112848927377,0.39073,1.1284892737495333e-06,True,0.39073,1.1284892737495333e-06,True,192,False
cos,157,-0.9205048534524404,-0.9205,4.853452440389816e-06,True,-0.9205,4.853452440389816e-06,True,336,False
tan,157,-0.42447481620960476,-0.46631,0.04183518379039525,False,-0.42447,4.816209604741051e-06,True,364,False
sin,158,0.37460659341591224,0.37461,3.4065840877617326e-06,True,0.37461,3.4065840877617326e-06,True,182,False
cos,158,-0.9271838545667873,-0.92718,3.8545667873091105e-06,True,-0.92718,3.8545667873091105e-06,True,258,False
tan,158,-0.40402622583515707,-0.37388,0.03014622583515708,False,-0.40403,3.7741648429290287e-06,True,1968,False
sin,159,0.3583679495453002,0.35837,2.0504546998090234e-06,True,0.35837,2.0504546998090234e-06,True,165,False
cos,159,-0.9335804264972017,-0.93358,4.264972017775648e-07,True,-0.93358,4.264972017775648e-07,True,385,False
tan,159,-0.3838640350354158,-0.36397,0.019894035035415758,False,-0.38386,4.035035415794752e-06,True,548,False
sin,160,0.3420201433256689,0.34202,1.4332566888874965e-07,True,0.34202,1.4332566888874965e-07,True,119,False
cos,160,-0.9396926207859083,-0.93969,2.620785908291623e-06,True,-0.93969,2.620785908291623e-06,True,189,False
tan,160,-0.36397023426620256,-0.36397,2.3426620254785036e-07,True,-0.36397,2.3426620254785036e-07,True,215,False
sin,161,0.3255681544571566,0.32557,1.8455428434371868e-06,True,0.32557,1.8455428434371868e-06,True,201,False
cos,161,-0.9455185755993168,-0.94552,1.4244006831809486e-06,True,-0.94552,1.4244006831809486e-06,True,368,False
tan,161,-0.34432761328966516,-0.32492,0.01940761328966517,False,-0.34433,2.38671033486737e-06,True,309,False
sin,162,0.3090169943749475,0.30902,3.005625052510119e-06,True,0.30902,3.005625052510119e-06,True,99,False
cos,162,-0.9510565162951535,-0.95106,3.4837048464853027e-06,True,-0.95106,3.4837048464853027e-06,True,376,False
tan,162,-0.32491969623290645,-0.32492,3.037670935346348e-07,True,-0.32492,3.037670935346348e-07,True,342,False
sin,163,0.2923717047227366,0.39073,0.09835829527726342,False,0.29237,1.7047227365840634e-06,True,355,False
cos,163,-0.9563047559630355,-0.9613,0.004995244036964497,False,0.0854812,1.0417859559630356,False,2048,False
tan,163,-0.3057306814586602,-0.23087,0.07486068145866023,False,-0.30573,6.814586602232886e-07,True,1762,False
sin,164,0.2756373558169992,0.27564,2.6441830007772893e-06,True,0.27564,2.6441830007772893e-06,True,170,False
cos,164,-0.9612616959383189,-0.96126,1.6959383188908106e-06,True,-0.96126,1.6959383188908106e-06,True,419,False
tan,164,-0.286745385758808,-0.24933,0.037415385758807984,False,0.006081201,0.29282658675880796,False,2048,False
sin,165,0.258819045102521,0.25882,9.54897478977479e-07,True,0.25882,9.54897478977479e-07,True,121,False
cos,165,-0.9659258262890682,-0.96593,4.1737109317541154e-06,True,-0.96593,4.1737109317541154e-06,True,281,False
tan,165,-0.267949192431123,-0.26795,8.075688770481371e-07,True,-0.26795,8.075688770481371e-07,True,298,False
sin,166,0.24192189559966773,0.24192,1.8955996677338938e-06,True,0.24192,1.8955996677338938e-06,True,231,False
cos,166,-0.9702957262759965,-0.9703,4.273724003578394e-06,True,-0.9703,4.273724003578394e-06,True,381,False
tan,166,-0.2493280028431807,-0.24933,1.9971568192833633e-06,True,-0.24933,1.9971568192833633e-06,True,272,False
sin,167,0.2249510543438652,0.22495,1.0543438651866577e-06,True,0.22495,1.0543438651866577e-06,True,287,False
cos,167,-0.9743700647852351,-0.97437,6.478523517650103e-08,True,-0.97437,6.478523517650103e-08,True,295,False
tan,167,-0.23086819112556334,-0.23087,1.8088744366540066e-06,True,-0.23087,1.8088744366540066e-06,True,489,False
sin,168,0.20791169081775931,0.20791,1.6908177593033535e-06,True,0.20791,1.6908177593033535e-06,True,186,False
