experiment,thinking,function,angle_deg,model_answer,calculator_answer,abs_error,verdict,within_0.001,decimals_given,format_exactly_5dp,tokens_generated,token_cap,raw_text
1-degree sweep,OFF,cos,196,-0.96126,-0.9612616959383189,1.6959383188908106e-06,PASS,yes,5.0,True,9,24,-0.96126
1-degree sweep,OFF,tan,196,-0.24933,0.28674538575880776,0.5360753857588078,FAIL,no,5.0,True,9,24,-0.24933
1-degree sweep,OFF,sin,197,-0.9205,-0.29237170472273677,0.6281282952772632,FAIL,no,5.0,True,9,24,-0.92050
1-degree sweep,OFF,cos,197,-0.9563,-0.9563047559630354,4.755963035396604e-06,PASS,yes,5.0,True,9,24,-0.95630
1-degree sweep,OFF,tan,197,-0.27465,0.30573068145866045,0.5803806814586605,FAIL,no,5.0,True,9,24,-0.27465
1-degree sweep,OFF,sin,198,-0.30902,-0.3090169943749473,3.0056250527321637e-06,PASS,yes,5.0,True,9,24,-0.30902
1-degree sweep,OFF,cos,198,-0.95106,-0.9510565162951536,3.4837048463742804e-06,PASS,yes,5.0,True,9,24,-0.95106
1-degree sweep,OFF,tan,198,-0.28636,0.3249196962329062,0.6112796962329061,FAIL,no,5.0,True,9,24,-0.28636
1-degree sweep,OFF,sin,199,-0.32557,-0.32556815445715676,1.8455428432706533e-06,PASS,yes,5.0,True,9,24,-0.32557
1-degree sweep,OFF,cos,199,-0.94552,-0.9455185755993167,1.4244006832919709e-06,PASS,yes,5.0,True,9,24,-0.94552
1-degree sweep,OFF,tan,199,-0.34433,0.3443276132896654,0.6886576132896653,FAIL,no,5.0,True,9,24,-0.34433
1-degree sweep,OFF,sin,200,-0.34202,-0.34202014332566866,1.4332566866670504e-07,PASS,yes,5.0,True,9,24,-0.34202
1-degree sweep,OFF,cos,200,-0.93969,-0.9396926207859084,2.6207859084026452e-06,PASS,yes,5.0,True,9,24,-0.93969
1-degree sweep,OFF,tan,200,0.36397,0.3639702342662023,2.342662022702946e-07,PASS,yes,5.0,True,8,24,0.36397
1-degree sweep,OFF,sin,201,-0.34202,-0.35836794954530043,0.016347949545300444,FAIL,no,5.0,True,9,24,-0.34202
1-degree sweep,OFF,cos,201,-0.93969,-0.9335804264972017,0.006109573502798282,FAIL,no,5.0,True,9,24,-0.93969
1-degree sweep,OFF,tan,201,0.36397,0.383864035035416,0.01989403503541598,FAIL,no,5.0,True,8,24,0.36397
1-degree sweep,OFF,sin,202,-0.34202,-0.374606593415912,0.032586593415912024,FAIL,no,5.0,True,9,24,-0.34202
1-degree sweep,OFF,cos,202,-0.93969,-0.9271838545667874,0.012506145433212601,FAIL,no,5.0,True,9,24,-0.93969
1-degree sweep,OFF,tan,202,0.36397,0.4040262258351568,0.04005622583515678,FAIL,no,5.0,True,8,24,0.36397
1-degree sweep,OFF,sin,203,-0.39073,-0.39073112848927355,1.1284892735274887e-06,PASS,yes,5.0,True,9,24,-0.39073
1-degree sweep,OFF,cos,203,-0.9205,-0.9205048534524404,4.853452440389816e-06,PASS,yes,5.0,True,9,24,-0.92050
1-degree sweep,OFF,tan,203,-0.22395,0.4244748162096045,0.6484248162096045,FAIL,no,5.0,True,9,24,-0.22395
1-degree sweep,OFF,sin,204,-0.39073,-0.4067366430758002,0.016006643075800187,FAIL,no,5.0,True,9,24,-0.39073
1-degree sweep,OFF,cos,204,-0.91355,-0.9135454576426009,4.542357399106578e-06,PASS,yes,5.0,True,9,24,-0.91355
1-degree sweep,OFF,tan,204,-0.36397,0.44522868530853615,0.8091986853085362,FAIL,no,5.0,True,9,24,-0.36397
1-degree sweep,OFF,sin,205,-0.42262,-0.4226182617406993,1.7382593007209124e-06,PASS,yes,5.0,True,9,24,-0.42262
1-degree sweep,OFF,cos,205,-0.90631,-0.90630778703665,2.212963349901287e-06,PASS,yes,5.0,True,9,24,-0.90631
1-degree sweep,OFF,tan,205,0.36397,0.46630765815499836,0.10233765815499835,FAIL,no,5.0,True,8,24,0.36397
1-degree sweep,OFF,sin,206,-0.43837,-0.43837114678907746,1.1467890774774503e-06,PASS,yes,5.0,True,9,24,-0.43837
1-degree sweep,OFF,cos,206,-0.89879,-0.8987940462991669,4.0462991669487636e-06,PASS,yes,5.0,True,9,24,-0.89879
1-degree sweep,OFF,tan,206,-0.36397,0.4877325885658615,0.8517025885658616,FAIL,no,5.0,True,9,24,-0.36397
1-degree sweep,OFF,sin,207,-0.45399,-0.4539904997395467,4.997395466888044e-07,PASS,yes,5.0,True,9,24,-0.45399
1-degree sweep,OFF,cos,207,-0.89101,-0.8910065241883679,3.4758116320698917e-06,PASS,yes,5.0,True,9,24,-0.89101
1-degree sweep,OFF,tan,207,-0.36397,0.5095254494944287,0.8734954494944287,FAIL,no,5.0,True,9,24,-0.36397
1-degree sweep,OFF,sin,208,-0.46947,-0.46947156278589086,1.5627858908628944e-06,PASS,yes,5.0,True,9,24,-0.46947
1-degree sweep,OFF,cos,208,-0.88295,-0.8829475928589269,2.4071410731352216e-06,PASS,yes,5.0,True,9,24,-0.88295
1-degree sweep,OFF,tan,208,-0.36397,0.5317094316614789,0.8956794316614789,FAIL,no,5.0,True,9,24,-0.36397
1-degree sweep,OFF,sin,209,-0.48481,-0.48480962024633695,3.7975366307119174e-07,PASS,yes,5.0,True,9,24,-0.48481
1-degree sweep,OFF,cos,209,-0.87462,-0.8746197071393959,2.928606041008308e-07,PASS,yes,5.0,True,9,24,-0.87462
1-degree sweep,OFF,tan,209,-0.36397,0.5543090514527688,0.9182790514527688,FAIL,no,5.0,True,9,24,-0.36397
1-degree sweep,OFF,sin,210,-0.5,-0.5000000000000001,1.1102230246251565e-16,PASS,yes,5.0,True,9,24,-0.50000
1-degree sweep,OFF,cos,210,-0.86603,-0.8660254037844386,4.59621556136991e-06,PASS,yes,5.0,True,9,24,-0.86603
1-degree sweep,OFF,tan,210,0.57735,0.577350269189626,2.691896259232607e-07,PASS,yes,5.0,True,8,24,0.57735
1-degree sweep,OFF,sin,211,-0.51504,-0.5150380749100542,1.9250899458977955e-06,PASS,yes,5.0,True,9,24,-0.51504
1-degree sweep,OFF,cos,211,-0.85717,-0.8571673007021123,2.6992978876538842e-06,PASS,yes,5.0,True,9,24,-0.85717
1-degree sweep,OFF,tan,211,-0.20403,0.6008606190275604,0.8048906190275604,FAIL,no,5.0,True,9,24,-0.20403
1-degree sweep,OFF,sin,212,-0.52992,-0.5299192642332048,7.357667951568558e-07,PASS,yes,5.0,True,9,24,-0.52992
1-degree sweep,OFF,cos,212,-0.84805,-0.8480480961564261,1.9038435739027193e-06,PASS,yes,5.0,True,9,24,-0.84805
1-degree sweep,OFF,tan,212,-1.15037,0.6248693519093271,1.775239351909327,FAIL,no,5.0,True,9,24,-1.15037
1-degree sweep,OFF,sin,213,-0.54464,-0.5446390350150271,9.649849729287396e-07,PASS,yes,5.0,True,9,24,-0.54464
1-degree sweep,OFF,cos,213,-0.83867,-0.838670567945424,5.679454240237192e-07,PASS,yes,5.0,True,9,24,-0.83867
1-degree sweep,OFF,tan,213,-0.12278,0.6494075931975106,0.7721875931975106,FAIL,no,5.0,True,9,24,-0.12278
1-degree sweep,OFF,sin,214,-0.55919,-0.5591929034707467,2.903470746717929e-06,PASS,yes,5.0,True,9,24,-0.55919
1-degree sweep,OFF,cos,214,-0.82904,-0.8290375725550418,2.4274449581529467e-06,PASS,yes,5.0,True,9,24,-0.82904
1-degree sweep,OFF,tan,214,-1.15037,0.6745085168424263,1.8248785168424262,FAIL,no,5.0,True,9,24,-1.15037
1-degree sweep,OFF,sin,215,-0.57358,-0.5735764363510462,3.5636489538193317e-06,PASS,yes,5.0,True,9,24,-0.57358
1-degree sweep,OFF,cos,215,-0.81915,-0.8191520442889918,2.0442889917537954e-06,PASS,yes,5.0,True,9,24,-0.81915
1-degree sweep,OFF,tan,215,0.41421,0.7002075382097098,0.2859975382097098,FAIL,no,5.0,True,8,24,0.41421
1-degree sweep,OFF,sin,216,-0.58779,-0.587785252292473,4.747707527008593e-06,PASS,yes,5.0,True,9,24,-0.58779
1-degree sweep,OFF,cos,216,-0.80902,-0.8090169943749476,3.005625052399097e-06,PASS,yes,5.0,True,9,24,-0.80902
1-degree sweep,OFF,tan,216,-0.72654,0.7265425280053607,1.4530825280053605,FAIL,no,5.0,True,9,24,-0.72654
1-degree sweep,OFF,sin,217,-0.61566,-0.6018150231520484,0.013844976847951607,FAIL,no,5.0,True,9,24,-0.61566
1-degree sweep,OFF,cos,217,-0.79864,-0.7986355100472928,4.489952707187328e-06,PASS,yes,5.0,True,9,24,-0.79864
1-degree sweep,OFF,tan,217,-0.12278,0.7535540501027943,0.8763340501027943,FAIL,no,5.0,True,9,24,-0.12278
1-degree sweep,OFF,sin,218,-0.61566,-0.6156614753256582,1.4753256581956364e-06,PASS,yes,5.0,True,9,24,-0.61566
1-degree sweep,OFF,cos,218,-0.78801,-0.788010753606722,7.536067220259568e-07,PASS,yes,5.0,True,9,24,-0.78801
1-degree sweep,OFF,tan,218,-0.8145,0.7812856265067173,1.5957856265067174,FAIL,no,5.0,True,9,24,-0.81450
1-degree sweep,OFF,sin,219,-0.62932,-0.6293203910498376,3.9104983762250356e-07,PASS,yes,5.0,True,9,24,-0.62932
1-degree sweep,OFF,cos,219,-0.77715,-0.7771459614569708,4.03854302921669e-06,PASS,yes,5.0,True,9,24,-0.77715
1-degree sweep,OFF,tan,219,-0.79747,0.8097840331950074,1.6072540331950074,FAIL,no,5.0,True,9,24,-0.79747
1-degree sweep,OFF,sin,220,-0.64279,-0.6427876096865393,2.3903134607206056e-06,PASS,yes,5.0,True,9,24,-0.64279
1-degree sweep,OFF,cos,220,-0.76604,-0.766044443118978,4.443118977959237e-06,PASS,yes,5.0,True,9,24,-0.76604
1-degree sweep,OFF,tan,220,0.8391,0.8390996311772799,3.688227200315808e-07,PASS,yes,5.0,True,8,24,0.83910
1-degree sweep,OFF,sin,221,-0.6561,-0.656059028990507,4.097100949296273e-05,FAIL,yes,5.0,True,9,24,-0.65610
1-degree sweep,OFF,cos,221,-0.75471,-0.7547095802227721,4.197772278669021e-07,PASS,yes,5.0,True,9,24,-0.75471
1-degree sweep,OFF,tan,221,-1.03553,0.8692867378162262,1.9048167378162262,FAIL,no,5.0,True,9,24,-1.03553
1-degree sweep,OFF,sin,222,-0.66913,-0.6691306063588582,6.063588582350121e-07,PASS,yes,5.0,True,9,24,-0.66913
1-degree sweep,OFF,cos,222,-0.74314,-0.7431448254773942,4.825477394221345e-06,PASS,yes,5.0,True,9,24,-0.74314
1-degree sweep,OFF,tan,222,-0.80978,0.9004040442978399,1.71018404429784,FAIL,no,5.0,True,9,24,-0.80978
1-degree sweep,OFF,sin,223,-0.68199,-0.6819983600624984,8.360062498380394e-06,FAIL,yes,5.0,True,9,24,-0.68199
1-degree sweep,OFF,cos,223,-0.73135,-0.7313537016191706,3.70161917062628e-06,PASS,yes,5.0,True,9,24,-0.73135
1-degree sweep,OFF,tan,223,-0.80978,0.9325150861376613,1.7422950861376614,FAIL,no,5.0,True,9,24,-0.80978
1-degree sweep,OFF,sin,224,-0.69466,-0.6946583704589974,1.6295410026900825e-06,PASS,yes,5.0,True,9,24,-0.69466
1-degree sweep,OFF,cos,224,-0.71934,-0.7193398003386511,1.9966134889859433e-07,PASS,yes,5.0,True,9,24,-0.71934
1-degree sweep,OFF,tan,224,-0.9163,0.9656887748070742,1.8819887748070743,FAIL,no,5.0,True,9,24,-0.91630
1-degree sweep,OFF,sin,225,-0.70711,-0.7071067811865475,3.218813452554592e-06,PASS,yes,5.0,True,9,24,-0.70711
1-degree sweep,OFF,cos,225,-0.70711,-0.7071067811865477,3.2188134523325473e-06,PASS,yes,5.0,True,9,24,-0.70711
1-degree sweep,OFF,tan,225,1.0,0.9999999999999997,3.3306690738754696e-16,PASS,yes,5.0,True,8,24,1.00000
1-degree sweep,OFF,sin,226,-0.71934,-0.7193398003386512,1.9966134878757202e-07,PASS,yes,5.0,True,9,24,-0.71934
1-degree sweep,OFF,cos,226,-0.69466,-0.6946583704589973,1.6295410028011048e-06,PASS,yes,5.0,True,9,24,-0.69466
1-degree sweep,OFF,tan,226,-1.03553,1.0355303137905696,2.0710603137905697,FAIL,no,5.0,True,9,24,-1.03553
1-degree sweep,OFF,sin,227,-0.73135,-0.7313537016191705,3.701619170515258e-06,PASS,yes,5.0,True,9,24,-0.73135
1-degree sweep,OFF,cos,227,-0.68199,-0.6819983600624986,8.360062498602439e-06,FAIL,yes,5.0,True,9,24,-0.68199
1-degree sweep,OFF,tan,227,-1.05797,1.0723687100246824,2.1303387100246827,FAIL,no,5.0,True,9,24,-1.05797
1-degree sweep,OFF,sin,228,-0.74314,-0.7431448254773944,4.825477394332367e-06,PASS,yes,5.0,True,9,24,-0.74314
1-degree sweep,OFF,cos,228,-0.66913,-0.6691306063588581,6.063588581239898e-07,PASS,yes,5.0,True,9,24,-0.66913
1-degree sweep,OFF,tan,228,-1.07868,1.1106125148291932,2.1892925148291935,FAIL,no,5.0,True,9,24,-1.07868
1-degree sweep,OFF,sin,229,-0.62932,-0.754709580222772,0.12538958022277202,FAIL,no,5.0,True,9,24,-0.62932
1-degree sweep,OFF,cos,229,-0.65606,-0.6560590289905073,9.710094927006807e-07,PASS,yes,5.0,True,9,24,-0.65606
1-degree sweep,OFF,tan,229,-1.05674,1.1503684072210094,2.2071084072210096,FAIL,no,5.0,True,9,24,-1.05674
1-degree sweep,OFF,sin,230,-0.76604,-0.7660444431189779,4.443118977848215e-06,PASS,yes,5.0,True,9,24,-0.76604
1-degree sweep,OFF,cos,230,-0.64279,-0.6427876096865395,2.390313460498561e-06,PASS,yes,5.0,True,9,24,-0.64279
1-degree sweep,OFF,tan,230,0.78129,1.1917535925942093,0.4104635925942093,FAIL,no,5.0,True,8,24,0.78129
1-degree sweep,OFF,sin,231,-0.77715,-0.7771459614569706,4.038543029438735e-06,PASS,yes,5.0,True,9,24,-0.77715
1-degree sweep,OFF,cos,231,-0.62932,-0.6293203910498378,3.9104983784454816e-07,PASS,yes,5.0,True,9,24,-0.62932
1-degree sweep,OFF,tan,231,-0.78129,1.2348971565350502,2.01618715653505,FAIL,no,5.0,True,9,24,-0.78129
1-degree sweep,OFF,sin,232,-0.78801,-0.7880107536067221,7.536067221369791e-07,PASS,yes,5.0,True,9,24,-0.78801
1-degree sweep,OFF,cos,232,-0.61566,-0.6156614753256581,1.4753256580846141e-06,PASS,yes,5.0,True,9,24,-0.61566
1-degree sweep,OFF,tan,232,-0.78129,1.2799416321930794,2.0612316321930795,FAIL,no,5.0,True,9,24,-0.78129
1-degree sweep,OFF,sin,233,-0.80076,-0.7986355100472928,0.002124489952707198,FAIL,no,5.0,True,9,24,-0.80076
1-degree sweep,OFF,cos,233,-0.60182,-0.6018150231520483,4.9768479517542374e-06,PASS,yes,5.0,True,9,24,-0.60182
1-degree sweep,OFF,tan,233,-0.88509,1.32704482162041,2.21213482162041,FAIL,no,5.0,True,9,24,-0.88509
1-degree sweep,OFF,sin,234,-0.82904,-0.8090169943749473,0.02002300562505266,FAIL,no,5.0,True,9,24,-0.82904
1-degree sweep,OFF,cos,234,-0.58779,-0.5877852522924732,4.747707526786549e-06,PASS,yes,5.0,True,9,24,-0.58779
1-degree sweep,OFF,tan,234,-0.88167,1.3763819204711731,2.258051920471173,FAIL,no,5.0,True,9,24,-0.88167
1-degree sweep,OFF,sin,235,-0.81915,-0.8191520442889916,2.044288991531751e-06,PASS,yes,5.0,True,9,24,-0.81915
1-degree sweep,OFF,cos,235,-0.57358,-0.5735764363510464,3.563648953597287e-06,PASS,yes,5.0,True,9,24,-0.57358
1-degree sweep,OFF,tan,235,0.41421,1.4281480067421135,1.0139380067421135,FAIL,no,5.0,True,8,24,0.41421
1-degree sweep,OFF,sin,236,-0.82904,-0.8290375725550418,2.4274449581529467e-06,PASS,yes,5.0,True,9,24,-0.82904
1-degree sweep,OFF,cos,236,-0.55919,-0.5591929034707466,2.9034707466069065e-06,PASS,yes,5.0,True,9,24,-0.55919
1-degree sweep,OFF,tan,236,-0.8391,1.4825609685127412,2.321660968512741,FAIL,no,5.0,True,9,24,-0.83910
1-degree sweep,OFF,sin,237,-0.83867,-0.838670567945424,5.679454240237192e-07,PASS,yes,5.0,True,9,24,-0.83867
1-degree sweep,OFF,cos,237,-0.54464,-0.544639035015027,9.64984973039762e-07,PASS,yes,5.0,True,9,24,-0.54464
1-degree sweep,OFF,tan,237,-0.86929,1.5398649638145834,2.4091549638145833,FAIL,no,5.0,True,9,24,-0.86929
1-degree sweep,OFF,sin,238,-0.84805,-0.848048096156426,1.9038435740137416e-06,PASS,yes,5.0,True,9,24,-0.84805
1-degree sweep,OFF,cos,238,-0.52992,-0.529919264233205,7.357667949348112e-07,PASS,yes,5.0,True,9,24,-0.52992
1-degree sweep,OFF,tan,238,-0.88167,1.6003345290410502,2.48200452904105,FAIL,no,5.0,True,9,24,-0.88167
1-degree sweep,OFF,sin,239,-0.85717,-0.8571673007021121,2.699297887875929e-06,PASS,yes,5.0,True,9,24,-0.85717
1-degree sweep,OFF,cos,239,-0.51504,-0.5150380749100545,1.9250899455647286e-06,PASS,yes,5.0,True,9,24,-0.51504
1-degree sweep,OFF,tan,239,-0.88165,1.664279482350517,2.545929482350517,FAIL,no,5.0,True,9,24,-0.88165
1-degree sweep,OFF,sin,240,-0.86603,-0.8660254037844384,4.596215561591954e-06,PASS,yes,5.0,True,9,24,-0.86603
1-degree sweep,OFF,cos,240,-0.5,-0.5000000000000004,4.440892098500626e-16,PASS,yes,5.0,True,9,24,-0.50000
1-degree sweep,OFF,tan,240,1.73205,1.7320508075688754,8.075688753272914e-07,PASS,yes,5.0,True,8,24,1.73205
1-degree sweep,OFF,sin,241,-0.87462,-0.874619707139396,2.928606039898085e-07,PASS,yes,5.0,True,9,24,-0.87462
1-degree sweep,OFF,cos,241,-0.48481,-0.48480962024633684,3.7975366318221404e-07,PASS,yes,5.0,True,9,24,-0.48481
1-degree sweep,OFF,tan,241,-1.15037,1.804047755271425,2.954417755271425,FAIL,no,5.0,True,9,24,-1.15037
1-degree sweep,OFF,sin,242,-0.88295,-0.882947592858927,2.4071410730241993e-06,PASS,yes,5.0,True,9,24,-0.88295
1-degree sweep,OFF,cos,242,-0.46947,-0.46947156278589075,1.5627858907518721e-06,PASS,yes,5.0,True,9,24,-0.46947
1-degree sweep,OFF,tan,242,-0.88167,1.8807264653463323,2.762396465346332,FAIL,no,5.0,True,9,24,-0.88167
1-degree sweep,OFF,sin,243,-0.89101,-0.8910065241883678,3.475811632180914e-06,PASS,yes,5.0,True,9,24,-0.89101
1-degree sweep,OFF,cos,243,-0.45399,-0.4539904997395469,4.99739546910849e-07,PASS,yes,5.0,True,9,24,-0.45399
1-degree sweep,OFF,tan,243,-0.88167,1.9626105055051497,2.8442805055051497,FAIL,no,5.0,True,9,24,-0.88167
1-degree sweep,OFF,sin,244,-0.89879,-0.8987940462991668,4.046299166837741e-06,PASS,yes,5.0,True,9,24,-0.89879
1-degree sweep,OFF,cos,244,-0.43837,-0.43837114678907774,1.146789077755006e-06,PASS,yes,5.0,True,9,24,-0.43837
1-degree sweep,OFF,tan,244,-0.88167,2.0503038415792942,2.9319738415792944,FAIL,no,5.0,True,9,24,-0.88167
1-degree sweep,OFF,sin,245,-0.90631,-0.90630778703665,2.212963349901287e-06,PASS,yes,5.0,True,9,24,-0.90631
1-degree sweep,OFF,cos,245,-0.42262,-0.42261826174069916,1.7382593008319347e-06,PASS,yes,5.0,True,9,24,-0.42262
1-degree sweep,OFF,tan,245,0.5543,2.1445069205095604,1.5902069205095604,FAIL,no,5.0,True,8,24,0.55430
1-degree sweep,OFF,sin,246,-0.91355,-0.913545457642601,4.542357398995556e-06,PASS,yes,5.0,True,9,24,-0.91355
1-degree sweep,OFF,cos,246,-0.40674,-0.4067366430758001,3.3569241998931965e-06,PASS,yes,5.0,True,9,24,-0.40674
1-degree sweep,OFF,tan,246,-0.88167,2.246036773904217,3.127706773904217,FAIL,no,5.0,True,9,24,-0.88167
1-degree sweep,OFF,sin,247,-0.9205,-0.9205048534524403,4.853452440278794e-06,PASS,yes,5.0,True,9,24,-0.92050
1-degree sweep,OFF,cos,247,-0.39073,-0.3907311284892738,1.1284892738050445e-06,PASS,yes,5.0,True,9,24,-0.39073
1-degree sweep,OFF,tan,247,-0.86929,2.3558523658237522,3.225142365823752,FAIL,no,5.0,True,9,24,-0.86929
1-degree sweep,OFF,sin,248,-0.92718,-0.9271838545667873,3.8545667873091105e-06,PASS,yes,5.0,True,9,24,-0.92718
1-degree sweep,OFF,cos,248,-0.37461,-0.3746065934159123,3.4065840877062215e-06,PASS,yes,5.0,True,9,24,-0.37461
1-degree sweep,OFF,tan,248,-0.8391,2.4750868534162938,3.3141868534162935,FAIL,no,5.0,True,9,24,-0.83910
1-degree sweep,OFF,sin,249,-0.93358,-0.9335804264972016,4.264972016665425e-07,PASS,yes,5.0,True,9,24,-0.93358
1-degree sweep,OFF,cos,249,-0.35837,-0.3583679495453007,2.050454699309423e-06,PASS,yes,5.0,True,9,24,-0.35837
1-degree sweep,OFF,tan,249,-0.86929,2.605089064693798,3.4743790646937978,FAIL,no,5.0,True,9,24,-0.86929
1-degree sweep,OFF,sin,250,-0.93969,-0.9396926207859084,2.6207859084026452e-06,PASS,yes,5.0,True,9,24,-0.93969
1-degree sweep,OFF,cos,250,-0.34202,-0.34202014332566855,1.4332566855568274e-07,PASS,yes,5.0,True,9,24,-0.34202
1-degree sweep,OFF,tan,250,-0.46631,2.7474774194546243,3.2137874194546243,FAIL,no,5.0,True,9,24,-0.46631
1-degree sweep,OFF,sin,251,-0.95949,-0.9455185755993168,0.013971424400683108,FAIL,no,5.0,True,9,24,-0.95949
1-degree sweep,OFF,cos,251,-0.90631,-0.32556815445715664,0.5807418455428432,FAIL,no,5.0,True,9,24,-0.90631
1-degree sweep,OFF,tan,251,-0.46631,2.904210877675823,3.370520877675823,FAIL,no,5.0,True,9,24,-0.46631
1-degree sweep,OFF,sin,252,-0.95106,-0.9510565162951535,3.4837048464853027e-06,PASS,yes,5.0,True,9,24,-0.95106
1-degree sweep,OFF,cos,252,-0.30902,-0.30901699437494756,3.005625052454608e-06,PASS,yes,5.0,True,9,24,-0.30902
1-degree sweep,OFF,tan,252,-0.46631,3.077683537175252,3.543993537175252,FAIL,no,5.0,True,9,24,-0.46631
1-degree sweep,OFF,sin,253,-0.9563,-0.9563047559630353,4.755963035285582e-06,PASS,yes,5.0,True,9,24,-0.95630
1-degree sweep,OFF,cos,253,-0.9563,-0.2923717047227371,0.6639282952772629,FAIL,no,5.0,True,9,24,-0.95630
1-degree sweep,OFF,tan,253,-0.46631,3.2708526184841364,3.7371626184841364,FAIL,no,5.0,True,9,24,-0.46631
1-degree sweep,OFF,sin,254,-0.96126,-0.961261695938319,1.695938319001833e-06,PASS,yes,5.0,True,9,24,-0.96126
1-degree sweep,OFF,cos,254,-0.25882,-0.2756373558169989,0.01681735581699889,FAIL,no,5.0,True,9,24,-0.25882
1-degree sweep,OFF,tan,254,-0.46631,3.4874144438409127,3.9537244438409127,FAIL,no,5.0,True,9,24,-0.46631
1-degree sweep,OFF,sin,255,-0.96593,-0.9659258262890683,4.173710931643093e-06,PASS,yes,5.0,True,9,24,-0.96593
1-degree sweep,OFF,cos,255,-0.25882,-0.25881904510252063,9.54897479366057e-07,PASS,yes,5.0,True,9,24,-0.25882
1-degree sweep,OFF,tan,255,1.41421,3.732050807568879,2.317840807568879,FAIL,no,5.0,True,8,24,1.41421
1-degree sweep,OFF,sin,256,-0.9703,-0.9702957262759965,4.273724003578394e-06,PASS,yes,5.0,True,9,24,-0.97030
1-degree sweep,OFF,cos,256,-0.9703,-0.24192189559966779,0.7283781044003322,FAIL,no,5.0,True,9,24,-0.97030
1-degree sweep,OFF,tan,256,-0.2962,4.010780933535844,4.3069809335358435,FAIL,no,5.0,True,9,24,-0.29620
1-degree sweep,OFF,sin,257,-0.97437,-0.9743700647852351,6.478523517650103e-08,PASS,yes,5.0,True,9,24,-0.97437
1-degree sweep,OFF,cos,257,-0.97437,-0.22495105434386525,0.7494189456561346,FAIL,no,5.0,True,9,24,-0.97437
1-degree sweep,OFF,tan,257,-0.46631,4.33147587428415,4.79778587428415,FAIL,no,5.0,True,9,24,-0.46631
1-degree sweep,OFF,sin,258,-0.97815,-0.9781476007338056,2.3992661943861293e-06,PASS,yes,5.0,True,9,24,-0.97815
1-degree sweep,OFF,cos,258,-0.20791,-0.2079116908177598,1.6908177597751983e-06,PASS,yes,5.0,True,9,24,-0.20791
1-degree sweep,OFF,tan,258,-0.44523,4.704630109478443,5.149860109478443,FAIL,no,5.0,True,9,24,-0.44523
1-degree sweep,OFF,sin,259,-0.98163,-0.981627183447664,2.816552336026845e-06,PASS,yes,5.0,True,9,24,-0.98163
1-degree sweep,OFF,cos,259,-0.19081,-0.1908089953765446,1.0046234553973132e-06,PASS,yes,5.0,True,9,24,-0.19081
1-degree sweep,OFF,tan,259,-0.46631,5.144554015970316,5.610864015970316,FAIL,no,5.0,True,9,24,-0.46631
1-degree sweep,OFF,sin,260,-0.98481,-0.984807753012208,2.2469877919428782e-06,PASS,yes,5.0,True,9,24,-0.98481
1-degree sweep,OFF,cos,260,-0.17365,-0.17364817766693033,1.8223330696676143e-06,PASS,yes,5.0,True,9,24,-0.17365
1-degree sweep,OFF,tan,260,-2.74748,5.67128181961771,8.41876181961771,FAIL,no,5.0,True,9,24,-2.74748
1-degree sweep,OFF,sin,261,-0.98769,-0.9876883405951377,1.6594048622975421e-06,PASS,yes,5.0,True,9,24,-0.98769
1-degree sweep,OFF,cos,261,-0.15643,-0.15643446504023104,4.4650402310220105e-06,PASS,yes,5.0,True,9,24,-0.15643
1-degree sweep,OFF,tan,261,-2.60509,6.313751514675036,8.918841514675035,FAIL,no,5.0,True,9,24,-2.60509
1-degree sweep,OFF,sin,262,-0.99027,-0.9902680687415703,1.9312584297326296e-06,PASS,yes,5.0,True,9,24,-0.99027
1-degree sweep,OFF,cos,262,-0.99027,-0.13917310096006583,0.8510968990399341,FAIL,no,5.0,True,9,24,-0.99027
1-degree sweep,OFF,tan,262,-0.42447,7.115369722384189,7.5398397223841895,FAIL,no,5.0,True,9,24,-0.42447
1-degree sweep,OFF,sin,263,-0.99255,-0.9925461516413221,3.848358677949193e-06,PASS,yes,5.0,True,9,24,-0.99255
1-degree sweep,OFF,cos,263,-0.99211,-0.12186934340514717,0.8702406565948528,FAIL,no,5.0,True,9,24,-0.99211
1-degree sweep,OFF,tan,263,-0.36897,8.144346427974614,8.513316427974615,FAIL,no,5.0,True,9,24,-0.36897
1-degree sweep,OFF,sin,264,-0.99452,-0.9945218953682734,1.895368273441278e-06,PASS,yes,5.0,True,9,24,-0.99452
1-degree sweep,OFF,cos,264,-0.91355,-0.10452846326765336,0.8090215367323466,FAIL,no,5.0,True,9,24,-0.91355
1-degree sweep,OFF,tan,264,-0.44523,9.514364454222596,9.959594454222596,FAIL,no,5.0,True,9,24,-0.44523
1-degree sweep,OFF,sin,265,-0.99619,-0.9961946980917455,4.698091745525268e-06,PASS,yes,5.0,True,9,24,-0.99619
1-degree sweep,OFF,cos,265,-0.08716,-0.08715574274765825,4.257252341752227e-06,PASS,yes,5.0,True,9,24,-0.08716
1-degree sweep,OFF,tan,265,-14.30067,11.430052302761332,25.730722302761333,FAIL,no,5.0,True,10,24,-14.30067
1-degree sweep,OFF,sin,266,-0.99756,-0.9975640502598242,4.050259824195379e-06,PASS,yes,5.0,True,9,24,-0.99756
1-degree sweep,OFF,cos,266,-0.99763,-0.06975647374412558,0.9278735262558744,FAIL,no,5.0,True,9,24,-0.99763
